Talks_Participation_19_20,Wanted_Programming_Languages,Coding_as_Hobby,Teaching_Problems_POV,Professional_Prod_Env,Open_Source_Participation,Daily_Web_Frameworks,Graduation_Employment_Gap,Preferred_Company_Type,Coding_Experience,Fav_Programming_Languages,Online_InPerson_Preferrence,Side_Projects,Daily_Paltforms,Blog_Posting,Salary_Range_DH,Country,Gender,Reentery_Plans,Learning_Platforms,Primary_OS,Job_Title,Wanted_Web_Frameworks,Local_Dialect_Content,Covid_Remote_Adoption,Teaching_Jobs_Gap,Overtime_Frequency,Daily_Programming_Languages,Moroccan_Community_AutoEval,Help_Sources,Local_Community_Membership,Education,Daily_IDE,Moroccan_DevC_Membership,startTime,Continuous_Learning_Frequency,Event_Attendence_19_20,Immigration_Plans,Wanted_Platforms,Job_Satisfaction,Preferred_Job_Criteria,Employment_Status,Read_Write_Languages,English_Barrier,Age
0,"['SQL', 'Java', 'Ruby', 'Haskell', 'Other']",Yes,"['Teachers', 'Academic defined subjects (system)']",['Not Sure'],"['Yes, few PRs in multiple projects']","['React.js', 'Angular', 'ASP.NET Core']",Few months,Medium company,1-3 years,"['JavaScript', 'HTML/CSS 😉', 'C#', 'TypeScript', 'Other']",Li ja bismilah,For learning,['Node.js'],Thinking of it.,13 000 - 15 000,Morocco,Male,Yes,"['YouTube', 'Paid platforms', 'Books', 'Official documentation']",Windows,"Developer, front-end","['React.js', 'ASP.NET Core', 'Spring Ecosystem', 'Gatsby', 'Next']",No,The company started remote after covid,Not enough,Often: 1-2 days per week or more,"['JavaScript', 'HTML/CSS  😉', 'TypeScript']",Not Bad,"['Google it', 'Stackoverflow']",NO,Bac +5,"['VS Code', 'Other']",Yes,1604610609525,Once a year,0,Yes,"['.NET', 'Flutter']",Neither satisfied nor dissatisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Flex time or a flexible schedule', 'Opportunities for professional development', 'Salary']",Employed full-time,"['Arabic', 'French']",No,25 to 29 years
0,['JavaScript'],Yes,['Academic defined subjects (system)'],['Not Sure'],['I don’t have an account on Github (or alternatives).'],['Other'],Less than 1 year,Freelance,Less than 1 year,"['JavaScript', 'HTML/CSS 😉', 'Java']",Li ja bismilah,For learning,['Node.js'],Thinking of it.,< 6 000,Morocco,Female,,['YouTube'],Windows,"Developer, front-end",['React.js'],Spoken,No remote policy yet,Enough to start,Never,['HTML/CSS  😉'],Excellent,"['Google it', 'Stackoverflow']",NO,Bac +2,['Netbeans'],Yes,1604493998160,Every few months,1-3,Yes,['.NET'],,"['Languages, frameworks, and other technologies I’d be working with']",Student,"['Arabic', 'French', 'English']",Yes,20 to 24 years
0,['Python'],No,"['Teachers', 'Academic defined subjects (system)']",['Not Sure'],['I don’t have an account on Github (or alternatives).'],['Other'],0 months,Small company,Less than 1 year,['JavaScript'],Li ja bismilah,For learning,"['Cordova', 'Other']","No, I am not interested.",,Morocco,Male,Yes,['YouTube'],Windows,"Developer, front-end",['React.js'],Spoken,,Not enough,,['JavaScript'],Good,"['Google it', 'Stackoverflow']",NO,Bac +3,['VS Code'],Yes,1604630241101,Once every few years,0,No,"['Node.js', 'React Native', 'Flutter']",,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Flex time or a flexible schedule']",Student,"['Arabic', 'French', 'English']",No,20 to 24 years
1 - 3 talks,"['JavaScript', 'TypeScript']",Yes,"['Teachers', 'Academic defined subjects (system)']",['Full Cloud'],['I don’t have an account on Github (or alternatives).'],"['jQuery', 'Spring Ecosystem']",Few months,Multinational company,1-3 years,"['JavaScript', 'Java']",Li ja bismilah,NO,['Other'],Thinking of it.,8 000 - 10 000,Morocco,Male,Yes,"['YouTube', 'Official documentation', 'Blog posts']",Windows,"Developer, full-stack",['React.js'],Spoken,The company started remote after covid,Enough to start,Rarely: 1-2 days per year or less ,"['JavaScript', 'HTML/CSS  😉', 'SQL', 'Java']",Good,"['Google it', 'Stackoverflow', 'Call a coworker or friend']",NO,Bac +5,['VS Code'],Yes,1604771933684,Once a year,0,Yes,['Node.js'],Slightly satisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Opportunities for professional development', 'Salary']",Employed full-time,"['Arabic', 'French', 'English']",No,25 to 29 years
0,"['Python', 'Go', 'Ruby', 'Rust']",Yes,"['Academic defined subjects (system)', 'Companies engagement with academia']","['Full Cloud', 'Managed PaaS (heroku, app platform ...)']","['Yes, few PRs in multiple projects', 'I am maintaining my own project']","['Express', 'Vue.js', 'Other']",0 months,Multinational company,1-3 years,"['JavaScript', 'HTML/CSS 😉', 'Bash/Shell/PowerShell', 'TypeScript', 'C++', 'Kotlin', 'Dart', 'Other']",In-person events?,For learning,"['Node.js', 'Flutter', 'Other']",Thinking of it.,8 000 - 10 000,Morocco,Male,Yes,"['YouTube', 'Official documentation', 'Blog posts', 'Others']",MacOS,"Developer, full-stack","['React.js', 'Laravel', 'Gatsby', 'Next']",No,We were doing remote before,Not enough,,"['JavaScript', 'HTML/CSS  😉', 'TypeScript', 'Dart']",Not Bad,"['Google it', 'Stackoverflow', 'Do other work and come back later.', 'Watch help/tutorial videos']",NO,Self-taught,"['VS Code', 'Vim', 'Other']",NO,1604489485653,Every few months,1-3,Yes,['React Native'],Slightly dissatisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Flex time or a flexible schedule', 'Opportunities for professional development', 'Remote work options', 'How widely used or impactful my work output would be', 'The industry that I’d be working in', 'Salary']",Employed full-time,"['Arabic', 'Amazigh', 'French', 'English', 'Others']",No,15 to 19 years
0,"['Python', 'TypeScript', 'Kotlin', 'Swift', 'Dart']",Yes,"['Teachers', 'Academic defined subjects (system)', 'Companies engagement with academia']",['shared hosting'],['I don’t have an account on Github (or alternatives).'],"['jQuery', 'Other']",0 months,Startup,5-10 years,"['JavaScript', 'HTML/CSS 😉', 'SQL', 'Python', 'Java', 'PHP']",Live/online events,NO,"['Flutter', 'Other']",Yes  less than 10 blog posts,20 000 - 25 000,Morocco,Male,,"['YouTube', 'Official documentation', 'Blog posts', 'Company resources', 'Others']",MacOS,"Developer, full-stack","['Angular', 'ASP.NET Core']",Both,We were doing remote before,Enough to start,Often: 1-2 days per week or more,"['JavaScript', 'HTML/CSS  😉', 'SQL', 'Java', 'PHP']",Not Bad,"['Google it', 'Stackoverflow', 'Do other work and come back later.']",NO,Bac +5,"['Jetbrains (Intellij, PhpStorm, Resharper ...)', 'VS Code', 'Other']",I don’t know Facebook Developer circles,1604186739824,Every few months,0,Yes,"['Node.js', 'Other']",Slightly satisfied,"['Flex time or a flexible schedule', 'Opportunities for professional development', 'Salary']","Freelancer, or self-employed","['Arabic', 'Amazigh', 'French', 'English']",Yes,25 to 29 years
0,"['Python', 'TypeScript', 'R']",Yes,['Teachers'],['Not Sure'],['I am maintaining my own project'],"['jQuery', 'ASP.NET']",,Multinational company,Less than 1 year,"['JavaScript', 'HTML/CSS 😉', 'SQL']",Live/online events,NO,['Other'],"No, I am not interested.",,Morocco,Male,,"['YouTube', 'Paid platforms', 'Books']",Windows,"Developer, front-end","['React.js', 'Angular', 'Express', 'Vue.js', 'Angular.js', 'Gatsby', 'Next']",Written/Read,,Enough to start,,"['JavaScript', 'HTML/CSS  😉']",Good,"['Google it', 'Stackoverflow']",NO,Bac +2,['VS Code'],Yes,1604596486445,Every few months,0,Yes,"['Node.js', 'React Native', 'Unity 3D']",,"['Languages, frameworks, and other technologies I’d be working with', 'Remote work options', 'Salary']",Student,"['Arabic', 'French', 'English']",Yes,20 to 24 years
0,['JavaScript'],Yes,"['Students', 'Teachers', 'Companies engagement with academia']",['shared hosting'],['I am maintaining my own project'],"['jQuery', 'Laravel']",Less than 1 year,Multinational company,1-3 years,"['JavaScript', 'HTML/CSS 😉', 'PHP']",Live/online events,For learning,['Other'],Yes  less than 10 blog posts,< 6 000,Morocco,Male,Yes,"['YouTube', 'Official documentation', 'Blog posts']",Windows,"Developer, back-end","['React.js', 'Symfony']",Both,The company started remote after covid,Not enough,Sometimes: 1-2 days per month but less than weekly,"['JavaScript', 'HTML/CSS  😉', 'PHP']",Good,"['Google it', 'Stackoverflow', 'Watch help/tutorial videos']",Yes,Bac +3,['VS Code'],Yes,1604659562613,Once a year,1-3,Yes,['React Native'],Very dissatisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Opportunities for professional development', 'Remote work options', 'Salary']",Employed full-time,"['Arabic', 'Amazigh', 'French', 'English']",No,25 to 29 years
0,"['C++', 'C']",No,"['Students', 'Teachers', 'Academic defined subjects (system)', 'Companies engagement with academia']","['Managed PaaS (heroku, app platform ...)']","['Yes, few PRs in multiple projects', 'I am maintaining my own project']","['React.js', 'Express']",0 months,Startup,Less than 1 year,"['JavaScript', 'TypeScript', 'C++', 'C']",Li ja bismilah,NO,['Node.js'],"No, I am not interested.",< 6 000,Morocco,Male,No,"['YouTube', 'Books', 'Official documentation', 'Blog posts', 'Others']",Linux-based,"Developer, full-stack","['Next', 'Other']",No,No remote policy yet,Not enough,Never,['JavaScript'],Good,"['Google it', 'Stackoverflow', 'Do other work and come back later.', 'Watch help/tutorial videos']",NO,Bac +3,"['Jetbrains (Intellij, PhpStorm, Resharper ...)', 'VS Code', 'Vim']",Yes,1604743863833,Once a year,0,No,"['TensorFlow', 'Unity 3D']",Neither satisfied nor dissatisfied,"['Office environment or company culture', 'Opportunities for professional development', 'How widely used or impactful my work output would be', 'The industry that I’d be working in']",Student,"['Arabic', 'Amazigh', 'French', 'English']",No,20 to 24 years
0,['JavaScript'],Yes,"['Teachers', 'Academic defined subjects (system)']",['Not Sure'],['I am maintaining my own project'],['jQuery'],0 months,Medium company,1-3 years,"['JavaScript', 'Python', 'Java', 'PHP', 'C++', 'C']",Li ja bismilah,NO,['Node.js'],Thinking of it.,,Morocco,Male,Yes,"['Official documentation', 'Blog posts', 'Company resources']",Windows,"Developer, back-end",['React.js'],No,,Enough to start,Occasionally: 1-2 days per quarter but less than monthly ,['Python'],Good,"['Google it', 'Stackoverflow', 'Watch help/tutorial videos']",NO,Bac +5,['VS Code'],Yes,1604620346679,Once a year,0,Yes,['React Native'],Neither satisfied nor dissatisfied,"['Languages, frameworks, and other technologies I’d be working with', 'How widely used or impactful my work output would be', 'The industry that I’d be working in']",Student,"['Arabic', 'French', 'English']",Yes,20 to 24 years
0,"['JavaScript', 'SQL', 'PHP', 'C++', 'Ruby']",Yes,['Academic defined subjects (system)'],['Not Sure'],['I am maintaining my own project'],"['jQuery', 'React.js', 'Angular']",,Multinational company,1-3 years,"['HTML/CSS 😉', 'Python', 'Java', 'C']",Li ja bismilah,For learning,"['.NET', 'Pandas', 'TensorFlow']","No, I am not interested.",,Morocco,Female,Yes,"['YouTube', 'Paid platforms', 'Official documentation']",Windows,"Developer, full-stack","['ASP.NET', 'Angular.js', 'Django']",No,,Not enough,Often: 1-2 days per week or more,"['Python', 'Java']",Not Bad,"['Google it', 'Stackoverflow', 'Watch help/tutorial videos']",NO,Bac +5,"['VS Code', 'Eclipse', 'Netbeans']",I don’t know Facebook Developer circles,1604447373147,Every few months,1-3,Yes,"['React Native', 'Unity 3D', 'Flutter']",Slightly satisfied,"['Flex time or a flexible schedule', 'Opportunities for professional development', 'The industry that I’d be working in']",Student,"['Arabic', 'French', 'English']",No,20 to 24 years
0,['Other'],Yes,['Academic defined subjects (system)'],['Not Sure'],"['Yes, few PRs in multiple projects']","['Flask', 'Other']",0 months,Multinational company,Less than 1 year,"['Python', 'Java', 'R', 'Scala']",Li ja bismilah,For learning,"['Pandas', 'TensorFlow', 'Keras', 'Apache Spark']",Yes  less than 10 blog posts,8 000 - 10 000,Morocco,Female,,"['YouTube', 'Books']",Windows,Data scientist or machine learning specialist,['Other'],No,The company started remote after covid,Enough to start,Occasionally: 1-2 days per quarter but less than monthly ,['Python'],Good,"['Google it', 'Stackoverflow', 'Watch help/tutorial videos']",NO,Bac +5,"['Sublime', 'Other']",I don’t know Facebook Developer circles,1604509399010,Once a year,More than 3,Yes,"['Unity 3D', 'Torch/PyTorch']",Slightly satisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Opportunities for professional development']",Employed part-time,"['Arabic', 'French', 'English']",Yes,20 to 24 years
0,"['Java', 'TypeScript', 'Dart']",Yes,"['Academic defined subjects (system)', 'Companies engagement with academia']","['Full Cloud', 'shared hosting', 'Managed PaaS (heroku, app platform ...)']","['Yes, few PRs in multiple projects']","['Vue.js', 'Django']",,Multinational company,Less than 1 year,"['JavaScript', 'Python', 'C++']",In-person events?,For learning,['Other'],Thinking of it.,,Morocco,Male,,"['Books', 'Official documentation', 'Blog posts']",Linux-based,"Developer, full-stack","['Angular', 'ASP.NET', 'Express', 'Flask', 'Laravel']",Both,,Not enough,Never,"['JavaScript', 'Python']",Good,"['Google it', 'Stackoverflow', 'Do other work and come back later.', 'Call a coworker or friend']",Yes,Bac +5,"['VS Code', 'Atom']",Yes,1604595118250,Every few months,1-3,Yes,"['Node.js', 'TensorFlow']",,"['Languages, frameworks, and other technologies I’d be working with', 'The industry that I’d be working in', 'Salary']",Student,"['Arabic', 'French', 'English']",No,20 to 24 years
More than 3,"['Rust', 'Haskell']",No,['Academic defined subjects (system)'],['Full Cloud'],"['Yes, few PRs in multiple projects', 'I maintain an organization project with +1k stars']","['React.js', 'Express']",0 months,Startup,5-10 years,"['JavaScript', 'TypeScript', 'C++']",Li ja bismilah,For learning,"['Node.js', 'React Native', 'Terraform']",Yes more than 10 blog posts,> 25 000,Europe,Male,Yes,"['Books', 'Official documentation']",MacOS,Engineering manager,['Other'],Spoken,The company started remote after covid,Enough to start,Often: 1-2 days per week or more,"['JavaScript', 'Bash/Shell/PowerShell', 'TypeScript']",Good,['Google it'],Yes,Bac +5,['VS Code'],Yes,1604613249123,Once a year,More than 3,Yes,['Other'],,"['Office environment or company culture', 'How widely used or impactful my work output would be', 'The industry that I’d be working in']",Looking for work,"['Arabic', 'French', 'English', 'Others']",Yes,25 to 29 years
0,"['JavaScript', 'Java', 'Other']",Yes,"['Students', 'Academic defined subjects (system)', 'Companies engagement with academia']",['Full Cloud'],['I don’t have an account on Github (or alternatives).'],['Next'],0 months,Startup,1-3 years,['Other'],Li ja bismilah,NO,['Node.js'],Thinking of it.,10 000 - 13 000,Morocco,Female,No,"['YouTube', 'Official documentation', 'Blog posts', 'Company resources', 'Others']",Windows,"Developer, full-stack",['Next'],No,The company started remote after covid,Enough to start,Often: 1-2 days per week or more,"['JavaScript', 'Java']",Not Bad,"['Google it', 'Do other work and come back later.', 'Call a coworker or friend']",NO,Bac +5,['VS Code'],Yes,1604646627478,Every few months,1-3,Yes,['Node.js'],Neither satisfied nor dissatisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Opportunities for professional development', 'The industry that I’d be working in']",Employed full-time,"['Arabic', 'French', 'English']",No,25 to 29 years
0,"['Java', 'Dart']",Yes,"['Students', 'Teachers', 'Academic defined subjects (system)']",['Not Sure'],['I am maintaining my own project'],"['React.js', 'Angular', 'Vue.js', 'Laravel', 'Symfony']",More than 1 year,Startup,3-5 years,"['JavaScript', 'HTML/CSS 😉', 'Python', 'PHP', 'TypeScript']",Li ja bismilah,For profit,"['Node.js', 'React Native']",Thinking of it.,6 000 - 8 000,Morocco,Male,Yes,"['YouTube', 'Paid platforms', 'Official documentation']",Windows,"Developer, full-stack","['Express', 'Django', 'Gatsby']",Written/Read,The company started remote after covid,Not enough,Rarely: 1-2 days per year or less ,"['JavaScript', 'HTML/CSS  😉', 'PHP']",Good,"['Google it', 'Stackoverflow', 'Do other work and come back later.']",NO,Bac +2,"['Jetbrains (Intellij, PhpStorm, Resharper ...)', 'VS Code']",Yes,1604590047752,Every few months,0,Yes,['Flutter'],Very satisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Opportunities for professional development', 'Remote work options']","Freelancer, or self-employed","['Arabic', 'French', 'English']",No,25 to 29 years
0,"['C++', 'Ruby', 'Dart']",Yes,"['Academic defined subjects (system)', 'Companies engagement with academia']","['Managed PaaS (heroku, app platform ...)']","['Yes, few PRs in multiple projects', 'I maintain an organization project with +1k stars']","['Vue.js', 'Laravel', 'Symfony']",0 months,Medium company,3-5 years,"['JavaScript', 'C#', 'PHP']",In-person events?,For profit,['Other'],Thinking of it.,8 000 - 10 000,Morocco,Male,No,"['Paid platforms', 'Books', 'Official documentation', 'Blog posts', 'Company resources']",MacOS,"Developer, full-stack","['React.js', 'Ruby on Rails']",No,We were doing remote before,Enough to start,Sometimes: 1-2 days per month but less than weekly,"['JavaScript', 'PHP', 'TypeScript']",Not Bad,"['Google it', 'Stackoverflow', 'Do other work and come back later.']",NO,Bac +2,['VS Code'],Yes,1604663205040,Every few months,1-3,Yes,['Other'],Slightly satisfied,"['Opportunities for professional development', 'Remote work options', 'How widely used or impactful my work output would be', 'The industry that I’d be working in']","Freelancer, or self-employed","['Arabic', 'French', 'English']",No,25 to 29 years
0,['Other'],Yes,"['Teachers', 'Academic defined subjects (system)', 'Companies engagement with academia']","['Full Cloud', 'Hybrid Cloud']",['I don’t have an account on Github (or alternatives).'],['Other'],0 months,Multinational company,More than 10,['Other'],Live/online events,For profit,['Other'],Thinking of it.,> 25 000,Others,Female,Yes,"['YouTube', 'Paid platforms', 'Official documentation', 'Blog posts', 'Others']",Windows,Marketing or sales professional,['Other'],No,The company started remote after covid,Enough to start,Often: 1-2 days per week or more,['Other'],Excellent,"['Google it', 'Watch help/tutorial videos', 'Call a coworker or friend']",NO,Bac +5,['Other'],I don’t know Facebook Developer circles,1604796599412,Every few months,More than 3,Yes,['Other'],Very satisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Opportunities for professional development', 'How widely used or impactful my work output would be', 'Salary']",Employed full-time,"['Arabic', 'French', 'English']",Yes,40 years and older
0,"['JavaScript', 'C#']",Yes,['Academic defined subjects (system)'],['Not Sure'],['I am maintaining my own project'],['jQuery'],More than 1 year,Multinational company,Less than 1 year,"['Python', 'Java']",Li ja bismilah,NO,['Unity 3D'],Thinking of it.,8 000 - 10 000,Morocco,Male,Yes,"['YouTube', 'Books', 'Official documentation', 'Others']",Windows,Educator,['Django'],No,No remote policy yet,Enough to start,Never,['Python'],Not Bad,['Stackoverflow'],NO,Bac +3,"['Jetbrains (Intellij, PhpStorm, Resharper ...)', 'Eclipse']",Yes,1604863425475,Once a year,0,Yes,['Node.js'],Neither satisfied nor dissatisfied,['Opportunities for professional development'],Employed full-time,"['Arabic', 'Amazigh', 'French', 'English']",No,25 to 29 years
0,"['JavaScript', 'HTML/CSS 😉', 'SQL', 'Java', 'TypeScript']",Yes,['Academic defined subjects (system)'],['Not Sure'],['I am maintaining my own project'],"['jQuery', 'Angular']",Few months,Small company,Less than 1 year,"['JavaScript', 'HTML/CSS 😉', 'SQL', 'Java', 'TypeScript']",Li ja bismilah,For learning,['Other'],"No, I am not interested.",6 000 - 8 000,Morocco,Male,Yes,"['YouTube', 'Paid platforms', 'Books', 'Blog posts']",Windows,"Developer, full-stack","['React.js', 'ASP.NET', 'Express', 'Spring Ecosystem', 'Symfony']",Both,The company started remote after covid,Enough to start,Rarely: 1-2 days per year or less ,"['JavaScript', 'HTML/CSS  😉', 'SQL', 'Java', 'Other']",Excellent,"['Google it', 'Stackoverflow', 'Watch help/tutorial videos']",NO,Bac +5,"['Jetbrains (Intellij, PhpStorm, Resharper ...)', 'VS Code', 'Eclipse', 'Netbeans']",Yes,1604403789544,Every few months,1-3,Yes,"['Node.js', '.NET', 'React Native']",Slightly satisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Flex time or a flexible schedule', 'Opportunities for professional development', 'How widely used or impactful my work output would be']",Looking for work,"['Arabic', 'French']",Yes,25 to 29 years
